Date of Purchase,Old Purchaser Name,Purchaser,Denomination,Purchaser Group
11/14/2022,ALEMBICPHARMACEUTICALSLINCLRTGS,ALEMBICPHARMACEUTICALSLINCLRTGS,10000000,Others
11/14/2022,ALEMBICPHARMACEUTICALSLINCLRTGS,ALEMBICPHARMACEUTICALSLINCLRTGS,10000000,Others
11/14/2022,ALKEM LABORATORIES LIMITED,ALKEM LABORATORIES LTD,10000000,Others
11/14/2022,ALKEM LABORATORIES LIMITED,ALKEM LABORATORIES LTD,10000000,Others
11/14/2022,ALKEM LABORATORIES LIMITED,ALKEM LABORATORIES LTD,10000000,Others
11/14/2022,ALKEM LABORATORIES LIMITED,ALKEM LABORATORIES LTD,10000000,Others
11/14/2022,ALKEM LABORATORIES LIMITED,ALKEM LABORATORIES LTD,10000000,Others
11/14/2022,ALKEM LABORATORIES LIMITED,ALKEM LABORATORIES LTD,10000000,Others
11/14/2022,ALKEM LABORATORIES LIMITED,ALKEM LABORATORIES LTD,10000000,Others
11/14/2022,ALKEM LABORATORIES LIMITED,ALKEM LABORATORIES LTD,10000000,Others
11/14/2022,ALKEM LABORATORIES LIMITED,ALKEM LABORATORIES LTD,10000000,Others
11/14/2022,ALKEM LABORATORIES LIMITED,ALKEM LABORATORIES LTD,10000000,Others
11/14/2022,ALKEM LABORATORIES LIMITED,ALKEM LABORATORIES LTD,10000000,Others
11/14/2022,ALKEM LABORATORIES LIMITED,ALKEM LABORATORIES LTD,10000000,Others
11/14/2022,ALKEM LABORATORIES LIMITED,ALKEM LABORATORIES LTD,10000000,Others
11/14/2022,ALKEM LABORATORIES LIMITED,ALKEM LABORATORIES LTD,10000000,Others
11/14/2022,ALKEM LABORATORIES LIMITED,ALKEM LABORATORIES LTD,10000000,Others
11/14/2022,AMIT GUPTA,AMIT GUPTA,100000,Others
11/14/2022,AMIT GUPTA,AMIT GUPTA,100000,Others
11/14/2022,ARVIND LIMITED,ARVIND LTD,10000000,Others
11/14/2022,ARVIND LIMITED,ARVIND LTD,10000000,Others
11/14/2022,ARVIND LIMITED,ARVIND LTD,10000000,Others
11/14/2022,FIOTEX COTSPIN PRIVATE LIMITED,FIOTEX COTSPIN PRIVATE LTD,100000,Others
11/14/2022,FIOTEX COTSPIN PRIVATE LIMITED,FIOTEX COTSPIN PRIVATE LTD,1000000,Others
11/14/2022,FIOTEX COTSPIN PRIVATE LIMITED,FIOTEX COTSPIN PRIVATE LTD,100000,Others
11/14/2022,FIOTEX COTSPIN PRIVATE LIMITED,FIOTEX COTSPIN PRIVATE LTD,100000,Others
11/14/2022,FIOTEX COTSPIN PRIVATE LIMITED,FIOTEX COTSPIN PRIVATE LTD,1000000,Others
11/14/2022,FIOTEX COTSPIN PRIVATE LIMITED,FIOTEX COTSPIN PRIVATE LTD,100000,Others
11/14/2022,FIOTEX COTSPIN PRIVATE LIMITED,FIOTEX COTSPIN PRIVATE LTD,100000,Others
11/14/2022,FIOTEX COTSPIN PRIVATE LIMITED,FIOTEX COTSPIN PRIVATE LTD,100000,Others
11/14/2022,FIOTEX COTSPIN PRIVATE LIMITED,FIOTEX COTSPIN PRIVATE LTD,1000000,Others
11/14/2022,FIOTEX COTSPIN PRIVATE LIMITED,FIOTEX COTSPIN PRIVATE LTD,100000,Others
11/14/2022,FIOTEX COTSPIN PRIVATE LIMITED,FIOTEX COTSPIN PRIVATE LTD,100000,Others
11/14/2022,GENUS POWER,GENUS POWER,10000000,Others
11/14/2022,HARSHIT CHHABRA,HARSHIT CHHABRA,100000,Others
11/14/2022,HARSHIT CHHABRA,HARSHIT CHHABRA,100000,Others
11/14/2022,KULWANT SINGH,KULWANT SINGH,1000000,Others
11/14/2022,KULWANT SINGH,KULWANT SINGH,1000000,Others
11/14/2022,KULWANT SINGH,KULWANT SINGH,1000000,Others
11/14/2022,MANJIT KAUR,MANJIT KAUR,1000000,Others
11/14/2022,MANJIT KAUR,MANJIT KAUR,1000000,Others
11/14/2022,MANJIT KAUR,MANJIT KAUR,1000000,Others
11/14/2022,MANJIT KAUR,MANJIT KAUR,1000000,Others
11/14/2022,MANJIT KAUR,MANJIT KAUR,1000000,Others
11/14/2022,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,MEGHA ENGINEERING & INFRASTRUCTURES LTD,10000000,MEGHA ENGINEERING & INFRASTRUCTURES LTD
11/14/2022,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,MEGHA ENGINEERING & INFRASTRUCTURES LTD,10000000,MEGHA ENGINEERING & INFRASTRUCTURES LTD
11/14/2022,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,MEGHA ENGINEERING & INFRASTRUCTURES LTD,10000000,MEGHA ENGINEERING & INFRASTRUCTURES LTD
11/14/2022,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,MEGHA ENGINEERING & INFRASTRUCTURES LTD,10000000,MEGHA ENGINEERING & INFRASTRUCTURES LTD
11/14/2022,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,MEGHA ENGINEERING & INFRASTRUCTURES LTD,10000000,MEGHA ENGINEERING & INFRASTRUCTURES LTD
11/14/2022,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,MEGHA ENGINEERING & INFRASTRUCTURES LTD,10000000,MEGHA ENGINEERING & INFRASTRUCTURES LTD
11/14/2022,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,MEGHA ENGINEERING & INFRASTRUCTURES LTD,10000000,MEGHA ENGINEERING & INFRASTRUCTURES LTD
11/14/2022,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,MEGHA ENGINEERING & INFRASTRUCTURES LTD,10000000,MEGHA ENGINEERING & INFRASTRUCTURES LTD
11/14/2022,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,MEGHA ENGINEERING & INFRASTRUCTURES LTD,10000000,MEGHA ENGINEERING & INFRASTRUCTURES LTD
11/14/2022,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,MEGHA ENGINEERING & INFRASTRUCTURES LTD,10000000,MEGHA ENGINEERING & INFRASTRUCTURES LTD
11/14/2022,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,MEGHA ENGINEERING & INFRASTRUCTURES LTD,10000000,MEGHA ENGINEERING & INFRASTRUCTURES LTD
11/14/2022,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,MEGHA ENGINEERING & INFRASTRUCTURES LTD,10000000,MEGHA ENGINEERING & INFRASTRUCTURES LTD
11/14/2022,MODERN ROAD MAKERS PVT. LTD.,MODERN ROAD MAKERS PVT. LTD.,10000000,Others
11/14/2022,MODERN ROAD MAKERS PVT. LTD.,MODERN ROAD MAKERS PVT. LTD.,10000000,Others
11/14/2022,MODERN ROAD MAKERS PVT. LTD.,MODERN ROAD MAKERS PVT. LTD.,10000000,Others
11/14/2022,MODERN ROAD MAKERS PVT. LTD.,MODERN ROAD MAKERS PVT. LTD.,10000000,Others
11/14/2022,MODERN ROAD MAKERS PVT. LTD.,MODERN ROAD MAKERS PVT. LTD.,10000000,Others
11/14/2022,MODERN ROAD MAKERS PVT. LTD.,MODERN ROAD MAKERS PVT. LTD.,10000000,Others
11/14/2022,MODERN ROAD MAKERS PVT. LTD.,MODERN ROAD MAKERS PVT. LTD.,10000000,Others
11/14/2022,MODERN ROAD MAKERS PVT. LTD.,MODERN ROAD MAKERS PVT. LTD.,10000000,Others
11/14/2022,MODERN ROAD MAKERS PVT. LTD.,MODERN ROAD MAKERS PVT. LTD.,10000000,Others
11/14/2022,MODERN ROAD MAKERS PVT. LTD.,MODERN ROAD MAKERS PVT. LTD.,10000000,Others
11/14/2022,MODERN ROAD MAKERS PVT. LTD.,MODERN ROAD MAKERS PVT. LTD.,10000000,Others
11/14/2022,MODERN ROAD MAKERS PVT. LTD.,MODERN ROAD MAKERS PVT. LTD.,10000000,Others
11/14/2022,MODERN ROAD MAKERS PVT. LTD.,MODERN ROAD MAKERS PVT. LTD.,10000000,Others
11/14/2022,MODERN ROAD MAKERS PVT. LTD.,MODERN ROAD MAKERS PVT. LTD.,10000000,Others
11/14/2022,MODERN ROAD MAKERS PVT. LTD.,MODERN ROAD MAKERS PVT. LTD.,10000000,Others
11/14/2022,NAHAR BUILDERS AND DEVELOPERS LTD,NAHAR BUILDERS AND DEVELOPERS LTD,1000000,Others
11/14/2022,NAHAR BUILDERS AND DEVELOPERS LTD,NAHAR BUILDERS AND DEVELOPERS LTD,1000000,Others
11/14/2022,NAHAR BUILDERS AND DEVELOPERS LTD,NAHAR BUILDERS AND DEVELOPERS LTD,1000000,Others
11/14/2022,NAHAR BUILDERS AND DEVELOPERS LTD,NAHAR BUILDERS AND DEVELOPERS LTD,1000000,Others
11/14/2022,NAHAR BUILDERS AND DEVELOPERS LTD,NAHAR BUILDERS AND DEVELOPERS LTD,1000000,Others
11/14/2022,NIRMA LIMITED,NIRMA LTD,10000000,Others
11/14/2022,NIRMA LIMITED,NIRMA LTD,10000000,Others
11/14/2022,NIRMA LIMITED,NIRMA LTD,10000000,Others
11/14/2022,NIRMA LIMITED,NIRMA LTD,10000000,Others
11/14/2022,NIRMA LIMITED,NIRMA LTD,10000000,Others
11/14/2022,NIRMA LIMITED,NIRMA LTD,10000000,Others
11/14/2022,NIRMA LIMITED,NIRMA LTD,10000000,Others
11/14/2022,NIRMA LIMITED,NIRMA LTD,10000000,Others
11/14/2022,PANACEA BIOTEC PHARMA LTD PHARMACEU,PANACEA BIOTEC PHARMA LTD PHARMACEU,10000000,Others
11/14/2022,PARAMJIT SINGH S O JAGJIT SINGH,PARAMJIT SINGH S O JAGJIT SINGH,1000000,Others
11/14/2022,PARAMJIT SINGH S O JAGJIT SINGH,PARAMJIT SINGH S O JAGJIT SINGH,1000000,Others
11/14/2022,PIRAMAL PHARMA LIMITED,PIRAMAL PHARMA LTD,10000000,Others
11/14/2022,PIRAMAL PHARMA LIMITED,PIRAMAL PHARMA LTD,10000000,Others
11/14/2022,PIRAMAL PHARMA LIMITED,PIRAMAL PHARMA LTD,10000000,Others
11/14/2022,RMC SWITCHGEARS LTD,RMC SWITCHGEARS LTD,1000000,Others
11/14/2022,RMC SWITCHGEARS LTD,RMC SWITCHGEARS LTD,1000000,Others
11/14/2022,RMC SWITCHGEARS LTD,RMC SWITCHGEARS LTD,1000000,Others
11/14/2022,RMC SWITCHGEARS LTD,RMC SWITCHGEARS LTD,1000000,Others
11/14/2022,RMC SWITCHGEARS LTD,RMC SWITCHGEARS LTD,1000000,Others
11/14/2022,SAURABH JAIN,SAURABH JAIN,100000,Others
11/14/2022,SAURABH JAIN,SAURABH JAIN,100000,Others
11/14/2022,SAURABH JAIN,SAURABH JAIN,100000,Others
11/14/2022,SAURABH JAIN,SAURABH JAIN,100000,Others
11/14/2022,SAURABH JAIN,SAURABH JAIN,100000,Others
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,VEDANTA LTD,VEDANTA LTD,10000000,VEDANTA LTD
11/14/2022,WELSPUN CORP LIMITED,WELSPUN CORP LTD,10000000,Others
11/14/2022,WELSPUN CORP LIMITED,WELSPUN CORP LTD,10000000,Others
11/14/2022,WELSPUN CORP LIMITED,WELSPUN CORP LTD,10000000,Others
11/14/2022,WELSPUN CORP LIMITED,WELSPUN CORP LTD,10000000,Others
11/14/2022,WELSPUN CORP LIMITED,WELSPUN CORP LTD,10000000,Others
11/14/2022,WELSPUN INDIA LIMITED,WELSPUN INDIA LTD,10000000,Others
11/14/2022,WELSPUN INDIA LIMITED,WELSPUN INDIA LTD,10000000,Others
11/14/2022,WELSPUN INDIA LIMITED,WELSPUN INDIA LTD,10000000,Others
11/14/2022,WELSPUN INDIA LIMITED,WELSPUN INDIA LTD,10000000,Others
11/14/2022,WELSPUN INDIA LIMITED,WELSPUN INDIA LTD,10000000,Others
11/14/2022,WELSPUN INDIA LIMITED,WELSPUN INDIA LTD,10000000,Others
11/14/2022,WELSPUN INDIA LIMITED,WELSPUN INDIA LTD,10000000,Others
11/14/2022,WELSPUN INDIA LIMITED,WELSPUN INDIA LTD,10000000,Others
11/14/2022,WELSPUN INDIA LIMITED,WELSPUN INDIA LTD,10000000,Others
11/14/2022,WELSPUN INDIA LIMITED,WELSPUN INDIA LTD,10000000,Others
11/14/2022,ZYDUS HEALTHCARE LIMITED,ZYDUS HEALTHCARE LTD,10000000,Others
11/14/2022,ZYDUS HEALTHCARE LIMITED,ZYDUS HEALTHCARE LTD,10000000,Others
11/14/2022,ZYDUS HEALTHCARE LIMITED,ZYDUS HEALTHCARE LTD,10000000,Others
11/15/2022,ANGEL FIBERS LIMITED,ANGEL FIBERS LTD,100000,Others
11/15/2022,ANGEL FIBERS LIMITED,ANGEL FIBERS LTD,100000,Others
11/15/2022,ANGEL FIBERS LIMITED,ANGEL FIBERS LTD,100000,Others
11/15/2022,ANGEL FIBERS LIMITED,ANGEL FIBERS LTD,1000000,Others
11/15/2022,ANGEL FIBERS LIMITED,ANGEL FIBERS LTD,100000,Others
11/15/2022,ANGEL FIBERS LIMITED,ANGEL FIBERS LTD,100000,Others
11/15/2022,ANGEL FIBERS LIMITED,ANGEL FIBERS LTD,100000,Others
11/15/2022,ANGEL FIBERS LIMITED,ANGEL FIBERS LTD,100000,Others
11/15/2022,ANGEL FIBERS LIMITED,ANGEL FIBERS LTD,100000,Others
11/15/2022,ANGEL FIBERS LIMITED,ANGEL FIBERS LTD,1000000,Others
11/15/2022,ANGEL FIBERS LIMITED,ANGEL FIBERS LTD,100000,Others
11/15/2022,ASHOK CHOUDHARY,ASHOK CHOUDHARY,1000000,Others
11/15/2022,AUROBINDO PHARMA LTD,AUROBINDO PHARMA LTD,10000000,Others
11/15/2022,AUROBINDO PHARMA LTD,AUROBINDO PHARMA LTD,10000000,Others
11/15/2022,AUROBINDO PHARMA LTD,AUROBINDO PHARMA LTD,10000000,Others
11/15/2022,AUROBINDO PHARMA LTD,AUROBINDO PHARMA LTD,10000000,Others
11/15/2022,AUROBINDO PHARMA LTD,AUROBINDO PHARMA LTD,10000000,Others
11/15/2022,BEST AGROLIFE LIMITED,BEST AGROLIFE LTD,10000000,Others
11/15/2022,BEST AGROLIFE LIMITED,BEST AGROLIFE LTD,10000000,Others
11/15/2022,BEST AGROLIFE LIMITED,BEST AGROLIFE LTD,10000000,Others
11/15/2022,BEST AGROLIFE LIMITED,BEST AGROLIFE LTD,10000000,Others
11/15/2022,BEST AGROLIFE LIMITED,BEST AGROLIFE LTD,10000000,Others
11/15/2022,BEST AGROLIFE LIMITED,BEST AGROLIFE LTD,10000000,Others
11/15/2022,BEST AGROLIFE LIMITED,BEST AGROLIFE LTD,10000000,Others
11/15/2022,BEST AGROLIFE LIMITED,BEST AGROLIFE LTD,10000000,Others
11/15/2022,BEST AGROLIFE LIMITED,BEST AGROLIFE LTD,10000000,Others
11/15/2022,BEST AGROLIFE LIMITED,BEST AGROLIFE LTD,10000000,Others
11/15/2022,BIRD WORLDWIDE FLIGHT SERVICES INDI,BIRD WORLDWIDE FLIGHT SERVICES INDI,10000000,Others
11/15/2022,BIRD WORLDWIDE FLIGHT SERVICES INDI,BIRD WORLDWIDE FLIGHT SERVICES INDI,10000000,Others
11/15/2022,DHRUV COTTON PROCESSING PVT LTD,DHRUV COTTON PROCESSING PVT LTD,1000000,Others
11/15/2022,DHRUV COTTON PROCESSING PVT LTD,DHRUV COTTON PROCESSING PVT LTD,100000,Others
11/15/2022,DHRUV COTTON PROCESSING PVT LTD,DHRUV COTTON PROCESSING PVT LTD,100000,Others
11/15/2022,DHRUV COTTON PROCESSING PVT LTD,DHRUV COTTON PROCESSING PVT LTD,100000,Others
11/15/2022,DHRUV COTTON PROCESSING PVT LTD,DHRUV COTTON PROCESSING PVT LTD,1000,Others
11/15/2022,DHRUV COTTON PROCESSING PVT LTD,DHRUV COTTON PROCESSING PVT LTD,1000,Others
11/15/2022,DHRUV COTTON PROCESSING PVT LTD,DHRUV COTTON PROCESSING PVT LTD,1000,Others
11/15/2022,DHRUV COTTON PROCESSING PVT LTD,DHRUV COTTON PROCESSING PVT LTD,1000,Others
11/15/2022,DHRUV COTTON PROCESSING PVT LTD,DHRUV COTTON PROCESSING PVT LTD,100000,Others
11/15/2022,DHRUV COTTON PROCESSING PVT LTD,DHRUV COTTON PROCESSING PVT LTD,100000,Others
11/15/2022,DHRUV COTTON PROCESSING PVT LTD,DHRUV COTTON PROCESSING PVT LTD,100000,Others
11/15/2022,DHRUV COTTON PROCESSING PVT LTD,DHRUV COTTON PROCESSING PVT LTD,100000,Others
11/15/2022,DHRUV COTTON PROCESSING PVT LTD,DHRUV COTTON PROCESSING PVT LTD,100000,Others
11/15/2022,DHRUV COTTON PROCESSING PVT LTD,DHRUV COTTON PROCESSING PVT LTD,10000,Others
11/15/2022,DHRUV COTTON PROCESSING PVT LTD,DHRUV COTTON PROCESSING PVT LTD,100000,Others
11/15/2022,DHRUV COTTON PROCESSING PVT LTD,DHRUV COTTON PROCESSING PVT LTD,1000,Others
11/15/2022,DLF Conglomerate,DLF CONGLOMERATE,10000000,DLF CONGLOMERATE
11/15/2022,DLF Conglomerate,DLF CONGLOMERATE,10000000,DLF CONGLOMERATE
11/15/2022,DLF Conglomerate,DLF CONGLOMERATE,10000000,DLF CONGLOMERATE
11/15/2022,DLF Conglomerate,DLF CONGLOMERATE,10000000,DLF CONGLOMERATE
11/15/2022,DLF Conglomerate,DLF CONGLOMERATE,10000000,DLF CONGLOMERATE
11/15/2022,DLF Conglomerate,DLF CONGLOMERATE,10000000,DLF CONGLOMERATE
11/15/2022,DLF Conglomerate,DLF CONGLOMERATE,10000000,DLF CONGLOMERATE
11/15/2022,DLF Conglomerate,DLF CONGLOMERATE,10000000,DLF CONGLOMERATE
11/15/2022,DLF Conglomerate,DLF CONGLOMERATE,10000000,DLF CONGLOMERATE
11/15/2022,DLF Conglomerate,DLF CONGLOMERATE,10000000,DLF CONGLOMERATE
11/15/2022,DLF Conglomerate,DLF CONGLOMERATE,10000000,DLF CONGLOMERATE
11/15/2022,DLF Conglomerate,DLF CONGLOMERATE,10000000,DLF CONGLOMERATE
11/15/2022,DLF Conglomerate,DLF CONGLOMERATE,10000000,DLF CONGLOMERATE
11/15/2022,DLF Conglomerate,DLF CONGLOMERATE,10000000,DLF CONGLOMERATE
11/15/2022,DLF Conglomerate,DLF CONGLOMERATE,10000000,DLF CONGLOMERATE
11/15/2022,DLF Conglomerate,DLF CONGLOMERATE,10000000,DLF CONGLOMERATE
11/15/2022,DLF Conglomerate,DLF CONGLOMERATE,10000000,DLF CONGLOMERATE
11/15/2022,DLF Conglomerate,DLF CONGLOMERATE,10000000,DLF CONGLOMERATE
11/15/2022,DLF Conglomerate,DLF CONGLOMERATE,10000000,DLF CONGLOMERATE
11/15/2022,DLF Conglomerate,DLF CONGLOMERATE,10000000,DLF CONGLOMERATE
11/15/2022,DLF Conglomerate,DLF CONGLOMERATE,10000000,DLF CONGLOMERATE
