Date of Purchase,Old Purchaser Name,Purchaser,Denomination,Purchaser Group
11/15/2022,DLF Conglomerate,DLF CONGLOMERATE,10000000,DLF CONGLOMERATE
11/15/2022,DLF Conglomerate,DLF CONGLOMERATE,10000000,DLF CONGLOMERATE
11/15/2022,DLF Conglomerate,DLF CONGLOMERATE,10000000,DLF CONGLOMERATE
11/15/2022,DLF Conglomerate,DLF CONGLOMERATE,10000000,DLF CONGLOMERATE
11/15/2022,GENUS POWER,GENUS POWER,10000000,Others
11/15/2022,IFB AGRO INDUSTRIES LIMITED,IFB AGRO INDUSTRIES LTD,10000000,Others
11/15/2022,IFB AGRO INDUSTRIES LIMITED,IFB AGRO INDUSTRIES LTD,10000000,Others
11/15/2022,IFB AGRO INDUSTRIES LIMITED,IFB AGRO INDUSTRIES LTD,10000000,Others
11/15/2022,IFB AGRO INDUSTRIES LIMITED,IFB AGRO INDUSTRIES LTD,10000000,Others
11/15/2022,IFB AGRO INDUSTRIES LIMITED,IFB AGRO INDUSTRIES LTD,10000000,Others
11/15/2022,J S K HOTELS P LTD,J S K HOTELS P LTD,100000,Others
11/15/2022,J S K HOTELS P LTD,J S K HOTELS P LTD,1000000,Others
11/15/2022,J S K HOTELS P LTD,J S K HOTELS P LTD,100000,Others
11/15/2022,J S K HOTELS P LTD,J S K HOTELS P LTD,100000,Others
11/15/2022,J S K HOTELS P LTD,J S K HOTELS P LTD,1000000,Others
11/15/2022,J S K HOTELS P LTD,J S K HOTELS P LTD,1000000,Others
11/15/2022,J S K HOTELS P LTD,J S K HOTELS P LTD,100000,Others
11/15/2022,J S K HOTELS P LTD,J S K HOTELS P LTD,100000,Others
11/15/2022,J S K HOTELS P LTD,J S K HOTELS P LTD,1000000,Others
11/15/2022,J S K HOTELS P LTD,J S K HOTELS P LTD,1000000,Others
11/15/2022,J S K HOTELS P LTD,J S K HOTELS P LTD,1000000,Others
11/15/2022,J S K HOTELS P LTD,J S K HOTELS P LTD,1000000,Others
11/15/2022,JYOTSNA AGGARWAL,JYOTSNA AGGARWAL,100000,Others
11/15/2022,JYOTSNA AGGARWAL,JYOTSNA AGGARWAL,1000000,Others
11/15/2022,JYOTSNA AGGARWAL,JYOTSNA AGGARWAL,1000000,Others
11/15/2022,JYOTSNA AGGARWAL,JYOTSNA AGGARWAL,100000,Others
11/15/2022,JYOTSNA AGGARWAL,JYOTSNA AGGARWAL,100000,Others
11/15/2022,JYOTSNA AGGARWAL,JYOTSNA AGGARWAL,100000,Others
11/15/2022,JYOTSNA AGGARWAL,JYOTSNA AGGARWAL,100000,Others
11/15/2022,KHUSHBU AGGARWAL,KHUSHBU AGGARWAL,100000,Others
11/15/2022,KHUSHBU AGGARWAL,KHUSHBU AGGARWAL,1000000,Others
11/15/2022,KHUSHBU AGGARWAL,KHUSHBU AGGARWAL,100000,Others
11/15/2022,KHUSHBU AGGARWAL,KHUSHBU AGGARWAL,100000,Others
11/15/2022,KHUSHBU AGGARWAL,KHUSHBU AGGARWAL,100000,Others
11/15/2022,KHUSHBU AGGARWAL,KHUSHBU AGGARWAL,100000,Others
11/15/2022,KHUSHBU AGGARWAL,KHUSHBU AGGARWAL,1000000,Others
11/15/2022,M M YARNS PVT LTD,M M YARNS PVT LTD,100000,Others
11/15/2022,M M YARNS PVT LTD,M M YARNS PVT LTD,1000000,Others
11/15/2022,M M YARNS PVT LTD,M M YARNS PVT LTD,100000,Others
11/15/2022,M M YARNS PVT LTD,M M YARNS PVT LTD,100000,Others
11/15/2022,M M YARNS PVT LTD,M M YARNS PVT LTD,100000,Others
11/15/2022,M M YARNS PVT LTD,M M YARNS PVT LTD,100000,Others
11/15/2022,M M YARNS PVT LTD,M M YARNS PVT LTD,100000,Others
11/15/2022,M M YARNS PVT LTD,M M YARNS PVT LTD,1000000,Others
11/15/2022,M M YARNS PVT LTD,M M YARNS PVT LTD,10000,Others
11/15/2022,M M YARNS PVT LTD,M M YARNS PVT LTD,10000,Others
11/15/2022,M M YARNS PVT LTD,M M YARNS PVT LTD,1000000,Others
11/15/2022,M M YARNS PVT LTD,M M YARNS PVT LTD,10000,Others
11/15/2022,M M YARNS PVT LTD,M M YARNS PVT LTD,100000,Others
11/15/2022,M M YARNS PVT LTD,M M YARNS PVT LTD,100000,Others
11/15/2022,MICRO LABS LTD,MICRO LABS LTD,10000000,Others
11/15/2022,MICRO LABS LTD,MICRO LABS LTD,10000000,Others
11/15/2022,MICRO LABS LTD,MICRO LABS LTD,10000000,Others
11/15/2022,MOHIT MINERALS LTD,MOHIT MINERALS LTD,10000000,Others
11/15/2022,MOHIT MINERALS LTD,MOHIT MINERALS LTD,10000000,Others
11/15/2022,MOHIT MINERALS LTD,MOHIT MINERALS LTD,10000000,Others
11/15/2022,PAWAN AGARWAL,PAWAN AGARWAL,1000,Others
11/15/2022,PREM AGGARWAL,PREM AGGARWAL,100000,Others
11/15/2022,PREM AGGARWAL,PREM AGGARWAL,100000,Others
11/15/2022,PREM AGGARWAL,PREM AGGARWAL,1000000,Others
11/15/2022,PREM AGGARWAL,PREM AGGARWAL,100000,Others
11/15/2022,PREM AGGARWAL,PREM AGGARWAL,100000,Others
11/15/2022,PREM AGGARWAL,PREM AGGARWAL,1000000,Others
11/15/2022,PREM AGGARWAL,PREM AGGARWAL,100000,Others
11/15/2022,PREM AGGARWAL AND SONS HUF,PREM AGGARWAL AND SONS HUF,100000,Others
11/15/2022,PREM AGGARWAL AND SONS HUF,PREM AGGARWAL AND SONS HUF,100000,Others
11/15/2022,PREM AGGARWAL AND SONS HUF,PREM AGGARWAL AND SONS HUF,100000,Others
11/15/2022,PREM AGGARWAL AND SONS HUF,PREM AGGARWAL AND SONS HUF,1000000,Others
11/15/2022,PREM AGGARWAL AND SONS HUF,PREM AGGARWAL AND SONS HUF,1000000,Others
11/15/2022,PREM AGGARWAL AND SONS HUF,PREM AGGARWAL AND SONS HUF,100000,Others
11/15/2022,PREM AGGARWAL AND SONS HUF,PREM AGGARWAL AND SONS HUF,100000,Others
11/15/2022,RAGHAV COTSPIN PRIVATE LIMITED,RAGHAV COTSPIN PRIVATE LTD,1000,Others
11/15/2022,RAGHAV COTSPIN PRIVATE LIMITED,RAGHAV COTSPIN PRIVATE LTD,100000,Others
11/15/2022,RAGHAV COTSPIN PRIVATE LIMITED,RAGHAV COTSPIN PRIVATE LTD,1000,Others
11/15/2022,RAGHAV COTSPIN PRIVATE LIMITED,RAGHAV COTSPIN PRIVATE LTD,1000,Others
11/15/2022,RAGHAV COTSPIN PRIVATE LIMITED,RAGHAV COTSPIN PRIVATE LTD,100000,Others
11/15/2022,RAGHAV COTSPIN PRIVATE LIMITED,RAGHAV COTSPIN PRIVATE LTD,100000,Others
11/15/2022,RAGHAV COTSPIN PRIVATE LIMITED,RAGHAV COTSPIN PRIVATE LTD,100000,Others
11/15/2022,RAGHAV COTSPIN PRIVATE LIMITED,RAGHAV COTSPIN PRIVATE LTD,100000,Others
11/15/2022,RAGHAV COTSPIN PRIVATE LIMITED,RAGHAV COTSPIN PRIVATE LTD,1000,Others
11/15/2022,RAGHAV COTSPIN PRIVATE LIMITED,RAGHAV COTSPIN PRIVATE LTD,1000000,Others
11/15/2022,RAMKRISHNA COTSPIN PVT LTD,RAMKRISHNA COTSPIN PVT LTD,100000,Others
11/15/2022,RAMKRISHNA COTSPIN PVT LTD,RAMKRISHNA COTSPIN PVT LTD,1000000,Others
11/15/2022,RAMKRISHNA COTSPIN PVT LTD,RAMKRISHNA COTSPIN PVT LTD,100000,Others
11/15/2022,RAMKRISHNA COTSPIN PVT LTD,RAMKRISHNA COTSPIN PVT LTD,1000,Others
11/15/2022,RAMKRISHNA COTSPIN PVT LTD,RAMKRISHNA COTSPIN PVT LTD,1000,Others
11/15/2022,RAMKRISHNA COTSPIN PVT LTD,RAMKRISHNA COTSPIN PVT LTD,100000,Others
11/15/2022,RAMKRISHNA COTSPIN PVT LTD,RAMKRISHNA COTSPIN PVT LTD,100000,Others
11/15/2022,RAMKRISHNA COTSPIN PVT LTD,RAMKRISHNA COTSPIN PVT LTD,100000,Others
11/15/2022,RAMKRISHNA COTSPIN PVT LTD,RAMKRISHNA COTSPIN PVT LTD,1000,Others
11/15/2022,RAMKRISHNA COTSPIN PVT LTD,RAMKRISHNA COTSPIN PVT LTD,1000,Others
11/15/2022,RAMKRISHNA COTSPIN PVT LTD,RAMKRISHNA COTSPIN PVT LTD,100000,Others
11/15/2022,RAMKRISHNA COTSPIN PVT LTD,RAMKRISHNA COTSPIN PVT LTD,100000,Others
11/15/2022,RAMKRISHNA COTSPIN PVT LTD,RAMKRISHNA COTSPIN PVT LTD,10000,Others
11/15/2022,RAMKRISHNA COTSPIN PVT LTD,RAMKRISHNA COTSPIN PVT LTD,100000,Others
11/15/2022,RAMKRISHNA COTSPIN PVT LTD,RAMKRISHNA COTSPIN PVT LTD,1000,Others
11/15/2022,RAMKRISHNA COTSPIN PVT LTD,RAMKRISHNA COTSPIN PVT LTD,100000,Others
11/15/2022,S G AGARWAL & CO,S G AGARWAL & CO,1000000,Others
11/15/2022,SANDEEP AGGARWAL,SANDEEP AGGARWAL,100000,Others
11/15/2022,SANDEEP AGGARWAL,SANDEEP AGGARWAL,100000,Others
11/15/2022,SANDEEP AGGARWAL,SANDEEP AGGARWAL,100000,Others
11/15/2022,SANDEEP AGGARWAL,SANDEEP AGGARWAL,1000000,Others
11/15/2022,SANDEEP AGGARWAL,SANDEEP AGGARWAL,100000,Others
11/15/2022,SANDEEP AGGARWAL,SANDEEP AGGARWAL,1000000,Others
11/15/2022,SANDEEP AGGARWAL,SANDEEP AGGARWAL,100000,Others
11/15/2022,SANDEEP AGGARWAL AND SONS HUF,SANDEEP AGGARWAL AND SONS HUF,1000000,Others
11/15/2022,SANDEEP AGGARWAL AND SONS HUF,SANDEEP AGGARWAL AND SONS HUF,100000,Others
11/15/2022,SANDEEP AGGARWAL AND SONS HUF,SANDEEP AGGARWAL AND SONS HUF,100000,Others
11/15/2022,SANDEEP AGGARWAL AND SONS HUF,SANDEEP AGGARWAL AND SONS HUF,100000,Others
11/15/2022,SANDEEP AGGARWAL AND SONS HUF,SANDEEP AGGARWAL AND SONS HUF,100000,Others
11/15/2022,SANDEEP AGGARWAL AND SONS HUF,SANDEEP AGGARWAL AND SONS HUF,100000,Others
11/15/2022,SANDEEP AGGARWAL AND SONS HUF,SANDEEP AGGARWAL AND SONS HUF,1000000,Others
11/15/2022,SANVI SPINNING MILLS PVT LTD,SANVI SPINNING MILLS PVT LTD,100000,Others
11/15/2022,SANVI SPINNING MILLS PVT LTD,SANVI SPINNING MILLS PVT LTD,1000,Others
11/15/2022,SANVI SPINNING MILLS PVT LTD,SANVI SPINNING MILLS PVT LTD,10000,Others
11/15/2022,SANVI SPINNING MILLS PVT LTD,SANVI SPINNING MILLS PVT LTD,1000000,Others
11/15/2022,SANVI SPINNING MILLS PVT LTD,SANVI SPINNING MILLS PVT LTD,100000,Others
11/15/2022,SANVI SPINNING MILLS PVT LTD,SANVI SPINNING MILLS PVT LTD,100000,Others
11/15/2022,SANVI SPINNING MILLS PVT LTD,SANVI SPINNING MILLS PVT LTD,1000,Others
11/15/2022,SANVI SPINNING MILLS PVT LTD,SANVI SPINNING MILLS PVT LTD,1000000,Others
11/15/2022,SANVI SPINNING MILLS PVT LTD,SANVI SPINNING MILLS PVT LTD,100000,Others
11/15/2022,SANVI SPINNING MILLS PVT LTD,SANVI SPINNING MILLS PVT LTD,100000,Others
11/15/2022,SANVI SPINNING MILLS PVT LTD,SANVI SPINNING MILLS PVT LTD,1000,Others
11/15/2022,SANVI SPINNING MILLS PVT LTD,SANVI SPINNING MILLS PVT LTD,10000,Others
11/15/2022,SANVI SPINNING MILLS PVT LTD,SANVI SPINNING MILLS PVT LTD,100000,Others
11/15/2022,SANVI SPINNING MILLS PVT LTD,SANVI SPINNING MILLS PVT LTD,100000,Others
11/15/2022,SANVI SPINNING MILLS PVT LTD,SANVI SPINNING MILLS PVT LTD,10000,Others
11/15/2022,SANVI SPINNING MILLS PVT LTD,SANVI SPINNING MILLS PVT LTD,100000,Others
11/15/2022,SERVEALL LAND DEVELOPERS PVT LTD,SERVEALL LAND DEVELOPERS PVT LTD,100000,Others
11/15/2022,SERVEALL LAND DEVELOPERS PVT LTD,SERVEALL LAND DEVELOPERS PVT LTD,100000,Others
11/15/2022,SERVEALL LAND DEVELOPERS PVT LTD,SERVEALL LAND DEVELOPERS PVT LTD,10000000,Others
11/15/2022,SERVEALL LAND DEVELOPERS PVT LTD,SERVEALL LAND DEVELOPERS PVT LTD,100000,Others
11/15/2022,SERVEALL LAND DEVELOPERS PVT LTD,SERVEALL LAND DEVELOPERS PVT LTD,1000000,Others
11/15/2022,SERVEALL LAND DEVELOPERS PVT LTD,SERVEALL LAND DEVELOPERS PVT LTD,100000,Others
11/15/2022,SERVEALL LAND DEVELOPERS PVT LTD,SERVEALL LAND DEVELOPERS PVT LTD,100000,Others
11/15/2022,SERVEALL LAND DEVELOPERS PVT LTD,SERVEALL LAND DEVELOPERS PVT LTD,10000000,Others
11/15/2022,SERVEALL LAND DEVELOPERS PVT LTD,SERVEALL LAND DEVELOPERS PVT LTD,1000000,Others
11/15/2022,SHINE COTSPIN PVT LTD,SHINE COTSPIN PVT LTD,1000,Others
11/15/2022,SHINE COTSPIN PVT LTD,SHINE COTSPIN PVT LTD,10000,Others
11/15/2022,SHINE COTSPIN PVT LTD,SHINE COTSPIN PVT LTD,10000,Others
11/15/2022,SHINE COTSPIN PVT LTD,SHINE COTSPIN PVT LTD,1000,Others
11/15/2022,SHINE COTSPIN PVT LTD,SHINE COTSPIN PVT LTD,1000,Others
11/15/2022,SHINE COTSPIN PVT LTD,SHINE COTSPIN PVT LTD,10000,Others
11/15/2022,SHINE COTSPIN PVT LTD,SHINE COTSPIN PVT LTD,1000,Others
11/15/2022,SHINE COTSPIN PVT LTD,SHINE COTSPIN PVT LTD,1000,Others
11/15/2022,SHINE COTSPIN PVT LTD,SHINE COTSPIN PVT LTD,1000,Others
11/15/2022,SHINE COTSPIN PVT LTD,SHINE COTSPIN PVT LTD,1000,Others
11/15/2022,SHINE COTSPIN PVT LTD,SHINE COTSPIN PVT LTD,1000,Others
11/15/2022,SHINE COTSPIN PVT LTD,SHINE COTSPIN PVT LTD,10000,Others
11/15/2022,SHINE COTSPIN PVT LTD,SHINE COTSPIN PVT LTD,1000000,Others
11/15/2022,SHINE COTSPIN PVT LTD,SHINE COTSPIN PVT LTD,100000,Others
11/15/2022,SHINE COTSPIN PVT LTD,SHINE COTSPIN PVT LTD,10000,Others
11/15/2022,SHINE COTSPIN PVT LTD,SHINE COTSPIN PVT LTD,100000,Others
11/15/2022,SHINE COTSPIN PVT LTD,SHINE COTSPIN PVT LTD,10000,Others
11/15/2022,SHINE COTSPIN PVT LTD,SHINE COTSPIN PVT LTD,100000,Others
11/15/2022,SNB MINERALS PRIVATE LIMITED,SNB MINERALS PRIVATE LTD,10000000,Others
11/15/2022,SUN OILNATURAL GAS DIV SUN PETRO P.,SUN OILNATURAL GAS DIV SUN PETRO P.,10000000,Others
11/15/2022,SUN OILNATURAL GAS DIV SUN PETRO P.,SUN OILNATURAL GAS DIV SUN PETRO P.,10000000,Others
11/15/2022,SUN OILNATURAL GAS DIV SUN PETRO P.,SUN OILNATURAL GAS DIV SUN PETRO P.,10000000,Others
11/15/2022,SUN OILNATURAL GAS DIV SUN PETRO P.,SUN OILNATURAL GAS DIV SUN PETRO P.,10000000,Others
11/15/2022,SUN OILNATURAL GAS DIV SUN PETRO P.,SUN OILNATURAL GAS DIV SUN PETRO P.,10000000,Others
11/15/2022,SUN OILNATURAL GAS DIV SUN PETRO P.,SUN OILNATURAL GAS DIV SUN PETRO P.,10000000,Others
11/15/2022,SUN OILNATURAL GAS DIV SUN PETRO P.,SUN OILNATURAL GAS DIV SUN PETRO P.,10000000,Others
11/15/2022,SUN OILNATURAL GAS DIV SUN PETRO P.,SUN OILNATURAL GAS DIV SUN PETRO P.,10000000,Others
11/15/2022,SUSTAINABLE SPINNING AND COMMODITIES PVT LTD,SUSTAINABLE SPINNING AND COMMODITIES PVT LTD,100000,Others
11/15/2022,SUSTAINABLE SPINNING AND COMMODITIES PVT LTD,SUSTAINABLE SPINNING AND COMMODITIES PVT LTD,100000,Others
11/15/2022,SUSTAINABLE SPINNING AND COMMODITIES PVT LTD,SUSTAINABLE SPINNING AND COMMODITIES PVT LTD,10000,Others
11/15/2022,SUSTAINABLE SPINNING AND COMMODITIES PVT LTD,SUSTAINABLE SPINNING AND COMMODITIES PVT LTD,10000,Others
11/15/2022,SUSTAINABLE SPINNING AND COMMODITIES PVT LTD,SUSTAINABLE SPINNING AND COMMODITIES PVT LTD,10000,Others
11/15/2022,SUSTAINABLE SPINNING AND COMMODITIES PVT LTD,SUSTAINABLE SPINNING AND COMMODITIES PVT LTD,1000000,Others
11/15/2022,SUSTAINABLE SPINNING AND COMMODITIES PVT LTD,SUSTAINABLE SPINNING AND COMMODITIES PVT LTD,100000,Others
11/15/2022,SUSTAINABLE SPINNING AND COMMODITIES PVT LTD,SUSTAINABLE SPINNING AND COMMODITIES PVT LTD,10000,Others
11/15/2022,SUSTAINABLE SPINNING AND COMMODITIES PVT LTD,SUSTAINABLE SPINNING AND COMMODITIES PVT LTD,10000,Others
11/15/2022,SUSTAINABLE SPINNING AND COMMODITIES PVT LTD,SUSTAINABLE SPINNING AND COMMODITIES PVT LTD,100000,Others
11/15/2022,TRIBHUVAN SPINTEX PRIVATE LIMITED,TRIBHUVAN SPINTEX PRIVATE LTD,1000,Others
11/15/2022,TRIBHUVAN SPINTEX PRIVATE LIMITED,TRIBHUVAN SPINTEX PRIVATE LTD,100000,Others
11/15/2022,TRIBHUVAN SPINTEX PRIVATE LIMITED,TRIBHUVAN SPINTEX PRIVATE LTD,10000,Others
11/15/2022,TRIBHUVAN SPINTEX PRIVATE LIMITED,TRIBHUVAN SPINTEX PRIVATE LTD,1000,Others
11/15/2022,TRIBHUVAN SPINTEX PRIVATE LIMITED,TRIBHUVAN SPINTEX PRIVATE LTD,100000,Others
11/15/2022,TRIBHUVAN SPINTEX PRIVATE LIMITED,TRIBHUVAN SPINTEX PRIVATE LTD,1000000,Others
11/15/2022,TRIBHUVAN SPINTEX PRIVATE LIMITED,TRIBHUVAN SPINTEX PRIVATE LTD,1000,Others
11/15/2022,TRIBHUVAN SPINTEX PRIVATE LIMITED,TRIBHUVAN SPINTEX PRIVATE LTD,1000000,Others
11/15/2022,TRIBHUVAN SPINTEX PRIVATE LIMITED,TRIBHUVAN SPINTEX PRIVATE LTD,10000,Others
11/15/2022,TRIBHUVAN SPINTEX PRIVATE LIMITED,TRIBHUVAN SPINTEX PRIVATE LTD,100000,Others
11/15/2022,TRIBHUVAN SPINTEX PRIVATE LIMITED,TRIBHUVAN SPINTEX PRIVATE LTD,100000,Others
11/15/2022,TRIBHUVAN SPINTEX PRIVATE LIMITED,TRIBHUVAN SPINTEX PRIVATE LTD,10000,Others
11/15/2022,TRIBHUVAN SPINTEX PRIVATE LIMITED,TRIBHUVAN SPINTEX PRIVATE LTD,10000,Others
11/15/2022,TRIBHUVAN SPINTEX PRIVATE LIMITED,TRIBHUVAN SPINTEX PRIVATE LTD,10000,Others
11/15/2022,TRIBHUVAN SPINTEX PRIVATE LIMITED,TRIBHUVAN SPINTEX PRIVATE LTD,10000,Others
11/15/2022,TRIBHUVAN SPINTEX PRIVATE LIMITED,TRIBHUVAN SPINTEX PRIVATE LTD,10000,Others
11/15/2022,TRIBHUVAN SPINTEX PRIVATE LIMITED,TRIBHUVAN SPINTEX PRIVATE LTD,10000,Others
11/15/2022,TRIBHUVAN SPINTEX PRIVATE LIMITED,TRIBHUVAN SPINTEX PRIVATE LTD,1000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,UNITED PHOSPHORUS INDIA LLP,UNITED PHOSPHORUS INDIA LLP,10000000,Others
11/15/2022,USHA AGGARWAL,USHA AGGARWAL,100000,Others
11/15/2022,USHA AGGARWAL,USHA AGGARWAL,100000,Others
11/15/2022,USHA AGGARWAL,USHA AGGARWAL,1000000,Others
11/15/2022,USHA AGGARWAL,USHA AGGARWAL,100000,Others
11/15/2022,USHA AGGARWAL,USHA AGGARWAL,100000,Others
11/15/2022,USHA AGGARWAL,USHA AGGARWAL,1000000,Others
11/15/2022,USHA AGGARWAL,USHA AGGARWAL,100000,Others
11/15/2022,USV PRIVATE LTD ( FORMERLY USV LTD),USV PRIVATE LTD ( FORMERLY USV LTD),10000000,Others
11/15/2022,USV PRIVATE LTD ( FORMERLY USV LTD),USV PRIVATE LTD ( FORMERLY USV LTD),10000000,Others
11/15/2022,USV PRIVATE LTD ( FORMERLY USV LTD),USV PRIVATE LTD ( FORMERLY USV LTD),10000000,Others
11/15/2022,USV PRIVATE LTD ( FORMERLY USV LTD),USV PRIVATE LTD ( FORMERLY USV LTD),10000000,Others
11/15/2022,USV PRIVATE LTD ( FORMERLY USV LTD),USV PRIVATE LTD ( FORMERLY USV LTD),10000000,Others
11/15/2022,USV PRIVATE LTD ( FORMERLY USV LTD),USV PRIVATE LTD ( FORMERLY USV LTD),10000000,Others
11/15/2022,USV PRIVATE LTD ( FORMERLY USV LTD),USV PRIVATE LTD ( FORMERLY USV LTD),10000000,Others
11/15/2022,USV PRIVATE LTD ( FORMERLY USV LTD),USV PRIVATE LTD ( FORMERLY USV LTD),10000000,Others
11/15/2022,USV PRIVATE LTD ( FORMERLY USV LTD),USV PRIVATE LTD ( FORMERLY USV LTD),10000000,Others
11/15/2022,USV PRIVATE LTD ( FORMERLY USV LTD),USV PRIVATE LTD ( FORMERLY USV LTD),10000000,Others
11/15/2022,VEDANTA ELECTRICALS PRIVATE LIMITED,VEDANTA ELECTRICALS PRIVATE LTD,100000,Others
11/15/2022,VEDANTA ELECTRICALS PRIVATE LIMITED,VEDANTA ELECTRICALS PRIVATE LTD,10000000,Others
11/15/2022,VEDANTA ELECTRICALS PRIVATE LIMITED,VEDANTA ELECTRICALS PRIVATE LTD,1000000,Others
11/15/2022,VEDANTA ELECTRICALS PRIVATE LIMITED,VEDANTA ELECTRICALS PRIVATE LTD,1000000,Others
